spkid,full_name,pdes,neo,pha,H,Mass,G,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
20006489,  6489 Golevka (1991 JX),6489,Y,Y,19.22,0.202674719,,0.53,,0.151,6.026,,,,,Q,,,0.03,107,2025-11-21.0,J2000,0.6188,2.477,0.944,2.26,208.71,69.53,252.42,4.01,0.2529,2461425.96,2027-01-20.4,1.42E+03,3.9,0.0225,8.74,1.16,3.18,2.20E-09,2.10E-09,5.00E-09,6.10E-07,2.20E-05,2.30E-05,1.70E-06,3.40E-09,3.20E-10,7.10E-06,1.80E-06,APO,0,0.62902,,,,-1.20E-14,1.50E-15,,,,
20006491,  6491 (1991 OA),6491,Y,Y,18.72,0,,,,,2.69,,,,,,,,,34,2025-11-21.0,J2000,0.5921,2.504,1.021,6.15,299.98,326.21,240.15,3.99,0.2487,2461482.34,2027-03-17.8,1.45E+03,3.96,0.0373,14.5,1.16,3.19,3.50E-08,2.70E-08,9.00E-08,7.80E-06,7.30E-05,7.30E-05,8.50E-06,4.30E-08,4.00E-09,3.90E-05,2.30E-05,AMO,0,0.56168,,,,,,,,,
20007335,  7335 (1989 JA),7335,Y,Y,17.7,7.939432954,,1.8,,0.448,2.58988,,,,,,,,,225,2025-11-21.0,J2000,0.4845,1.773,0.914,15.16,61.26,232.34,156.19,2.63,0.4176,2460626.5,2024-11-11.9,862,2.36,0.0215,8.35,2.66,3.92,9.20E-09,1.00E-08,1.70E-08,3.90E-06,1.90E-06,4.00E-06,3.90E-06,1.50E-08,3.70E-09,6.10E-06,7.50E-06,APO,0,0.29542,,,,-2.10E-14,1.20E-14,,,,
20007341,  7341 (1991 VK),7341,Y,Y,16.96,1.289158848,,0.982,,0.235,4.2096,,,,,Sq,,,0.32,446,2025-11-21.0,J2000,0.5061,1.842,0.91,5.41,294.72,173.51,195.6,2.77,0.3944,2461417.37,2027-01-11.8,913,2.5,0.0481,18.7,2.39,3.85,2.10E-09,4.40E-10,3.80E-09,1.40E-06,1.30E-05,1.30E-05,7.30E-07,6.60E-10,1.40E-10,1.90E-06,3.30E-07,APO,0,0.32853,,,,-5.10E-15,1.80E-15,,,,
20007482,  7482 (1994 PC1),7482,Y,Y,16.58,1.584963224,,1.052,,0.277,2.5999,,,,,S,,,0.3,343,2025-11-21.0,J2000,0.3294,1.349,0.904,33.47,117.85,47.49,138.26,1.79,0.6292,2460780.77,2025-04-15.2,572,1.57,0.000726,0.282,3.37,4.66,1.30E-08,3.30E-09,1.70E-08,6.40E-06,1.40E-06,4.60E-06,3.40E-06,4.40E-09,2.30E-09,4.80E-06,2.10E-06,APO,0,0.34565,,,,,,,,,
20007753,  7753 (1988 XB),7753,Y,Y,18.01,0,,,,,42.2,,,,,B,,,,242,2025-11-21.0,J2000,0.4816,1.467,0.761,3.12,73.39,280.06,317.69,2.17,0.5545,2461076.82,2026-02-05.3,649,1.78,0.00658,2.56,3.26,4.47,8.40E-09,2.20E-09,1.30E-08,3.10E-06,2.50E-05,2.50E-05,2.10E-06,3.20E-09,1.20E-09,3.90E-06,1.40E-06,APO,0,0.40989,,,,-1.10E-14,3.70E-15,,,,
20007822,  7822 (1991 CS),7822,Y,Y,17.34,5.59705411,,1.602,,0.075,2.3896,,,,,S,,,0.01,316,2025-11-21.0,J2000,0.1646,1.123,0.938,37.12,156.84,249.46,153.76,1.31,0.8285,2460814.92,2025-05-19.4,434,1.19,0.0216,8.41,3.97,5.37,2.00E-08,2.90E-09,2.30E-08,3.50E-06,2.30E-06,6.20E-06,9.80E-06,3.40E-09,3.20E-09,1.10E-05,1.70E-06,APO,0,0.22081,,,,-8.50E-15,4.10E-15,,,,
20008014,  8014 (1990 MF),8014,Y,Y,18.88,0.466945388,,0.7,,,50.09,,,,,,,,,180,2025-11-21.0,J2000,0.456,1.748,0.951,1.87,209.82,114.77,102.14,2.54,0.4266,2460761.09,2025-03-26.5,844,2.31,0.0168,6.56,2.8,4.01,8.10E-09,6.90E-09,1.40E-08,5.20E-07,5.70E-05,5.70E-05,4.60E-06,1.00E-08,2.50E-09,9.30E-06,5.00E-06,APO,0,0.29131,,,,-2.20E-14,4.30E-15,,,,
20008566,  8566 (1996 EN),8566,Y,Y,16.47,5.248197201,,1.568,,0.217,4.845,,,,,U,,,0.26,294,2025-11-21.0,J2000,0.4304,1.506,0.858,37.98,164.09,125.16,303.34,2.15,0.5331,2461106.77,2026-03-07.2,675,1.85,0.0226,8.78,3.48,4.22,3.20E-09,8.90E-10,5.20E-09,2.90E-07,3.90E-07,6.60E-07,7.50E-07,1.30E-09,4.70E-10,1.50E-06,6.00E-07,APO,0,0.37361,,,,,,,,,
20009856,  9856 (1991 EE),9856,Y,Y,17.11,1.361356817,,1,,0.3,3.045,,,,,,,,,JPL 199,2025-11-21.0,J2000,0.6258,2.243,0.839,9.83,168.1,116.2,72,3.65,0.2934,2460755.12,2025-03-20.6,1.23E+03,3.36,0.0222,8.63,1.68,3.33,1.20E-08,1.60E-09,2.80E-08,4.30E-06,1.90E-05,2.00E-05,3.20E-06,2.60E-09,3.10E-10,1.10E-05,1.30E-06,APO,0,0.36054,,,,,,,,,
20010115, 10115 (1992 SK),10115,Y,Y,17.1,1.123519166,,0.938,,0.318,7.319,,,,,S:,,,0.29,373,2025-11-21.0,J2000,0.3249,1.249,0.843,15.32,8.87,233.74,7.08,1.65,0.7064,2460990.48,2025-11-10.9,510,1.4,0.0464,18.1,3.4,5.06,2.30E-09,8.10E-10,3.20E-09,1.40E-07,5.90E-07,9.80E-07,1.40E-06,1.10E-09,6.90E-10,2.00E-06,4.90E-07,APO,0,0.53509,,,,-8.50E-15,1.10E-15,,,,
20011500, 11500 Tomaiyowit (1989 UR),11500,Y,Y,18.36,0.547193659,,0.738,,0.142,73,,,,,S,,,0.01,JPL 216,2025-11-21.0,J2000,0.3558,1.08,0.696,10.31,234.38,289.52,314.93,1.46,0.8783,2461051.81,2026-01-11.3,410,1.12,0.0344,13.4,3.55,5.66,3.60E-08,6.30E-10,3.80E-08,3.30E-06,1.10E-05,1.20E-05,6.60E-06,8.60E-10,7.70E-10,7.50E-06,3.60E-07,APO,0,0.4209,,,,,,,,,
20012538, 12538 (1998 OH),12538,Y,Y,15.96,6.261072287,,1.663,,0.232,2.575,,,,,S:,,,0.33,JPL 650,2025-11-21.0,J2000,0.4059,1.542,0.916,24.54,220.69,321.79,163.01,2.17,0.5149,2460683.95,2025-01-08.4,699,1.91,0.0302,11.8,2.9,4.28,4.80E-10,2.70E-10,7.50E-10,1.50E-07,1.20E-07,2.00E-07,2.30E-07,3.90E-10,1.40E-10,3.80E-07,1.90E-07,APO,0,0.24792,,,,,,,,,
20012923, 12923 Zephyr (1999 GK4),12923,Y,Y,15.8,11.9007308,,2.06,,0.199,3.893,,,,,S:,,,0.01,490,2025-11-21.0,J2000,0.4927,1.962,0.995,5.31,168.08,147.21,194.88,2.93,0.3586,2461461,2027-02-24.4,1.00E+03,2.75,0.02,7.77,2.4,3.72,1.80E-08,2.40E-09,3.40E-08,2.50E-06,2.60E-05,2.60E-05,2.70E-06,3.50E-09,6.50E-10,7.90E-06,1.80E-06,APO,0,0.41461,,,,,,,,,
20013651, 13651 (1997 BR),13651,Y,Y,17.89,0.241646727,,0.562,,0.511,33.644,,,,,S,,,0.02,JPL 174,2025-11-21.0,J2000,0.3057,1.336,0.927,17.25,116.63,133.85,158.08,1.74,0.6386,2460752.96,2025-03-18.4,564,1.54,0.0156,6.07,3.36,4.82,2.60E-09,1.00E-09,4.00E-09,1.80E-07,5.10E-07,9.70E-07,2.30E-06,1.30E-09,7.20E-10,3.30E-06,6.40E-07,APO,0,0.43526,,,,-7.20E-15,1.60E-15,,,,
20014827, 14827 Hypnos (1986 JK),14827,Y,Y,18.81,0.992429119,,0.9,,,,,0.684,0.492,,,,,,105,2025-11-21.0,J2000,0.6643,2.851,0.957,1.97,57.73,238.64,103.4,4.74,0.2048,2460495.56,2024-07-04.0,1.76E+03,4.81,0.0158,6.14,0.509,2.93,1.40E-08,6.60E-09,4.00E-08,5.50E-06,6.30E-05,6.40E-05,1.20E-06,1.10E-08,7.10E-10,4.80E-06,6.10E-06,APO,0,0.32969,,,,,,,,,
20016960, 16960 (1998 QS52),16960,Y,Y,14.32,0,,,,,2.8985,,,,,Sq,,,,JPL 519,2025-11-21.0,J2000,0.8591,2.2,0.31,17.52,260.15,243.25,69.45,4.09,0.302,2460770.48,2025-04-04.9,1.19E+03,3.26,0.0184,7.14,1.61,3,1.60E-09,1.70E-09,3.70E-09,1.40E-07,6.50E-07,5.60E-07,8.70E-07,3.10E-09,3.40E-10,2.60E-06,1.30E-06,APO,0,0.42084,,,,,,,,,
20020236, 20236 (1998 BZ7),20236,Y,Y,17.7,0,,,,,10.182,,,,,,,,,50,2025-11-21.0,J2000,0.561,2.033,0.893,6.51,111.23,104.56,178.73,3.17,0.3399,2460474.74,2024-06-13.2,1.06E+03,2.9,0.0495,19.3,1.83,3.59,5.60E-08,3.60E-09,1.10E-07,6.50E-06,4.60E-05,4.70E-05,1.20E-05,5.60E-09,8.90E-10,3.30E-05,2.80E-06,APO,0,0.44275,,,,,,,,,
20020425, 20425 (1998 VD35),20425,Y,Y,20.51,0,,,,,,,,,,Sq,,,,31,2025-11-21.0,J2000,0.4766,1.565,0.819,6.99,227.24,296.32,234.13,2.31,0.5036,2461250.45,2026-07-28.9,715,1.96,0.00419,1.63,2.71,4.28,1.30E-07,5.30E-08,1.90E-07,3.80E-05,1.40E-04,1.40E-04,2.40E-04,7.80E-08,2.50E-08,4.80E-04,3.60E-05,APO,1,0.62984,,,,,,,,,
20022753, 22753 (1998 WT),22753,Y,Y,17.68,0,,,,,10.24,,,,,,,,,JPL 293,2025-11-21.0,J2000,0.57,1.219,0.524,3.21,307.35,324.82,98.3,1.91,0.7325,2460866.31,2025-07-09.8,491,1.35,0.0336,13.1,3.21,5.06,9.70E-09,4.20E-09,1.10E-08,2.80E-06,3.80E-05,3.80E-05,1.30E-05,6.50E-09,3.80E-09,1.70E-05,2.50E-06,APO,0,0.4934,,,,-1.30E-14,4.80E-15,,,,
20023187, 23187 (2000 PN9),23187,Y,Y,16.06,0,,,,,2.5325,,,,,,,,,JPL 431,2025-11-21.0,J2000,0.5894,1.847,0.758,51.34,164.28,293.54,324.54,2.94,0.3927,2461090.81,2026-02-19.3,917,2.51,0.015,5.82,3.08,3.42,1.20E-08,1.00E-09,2.30E-08,5.80E-06,5.90E-07,2.80E-06,2.20E-06,1.60E-09,3.30E-10,5.70E-06,7.60E-07,APO,0,0.31576,,,,,,,,,
20025143, 25143 Itokawa (1998 SF36),25143,Y,Y,19.26,0.04892308,,0.33,0.535x0.294x0.209,,12.132,2.10E-09,,,,S(IV),,,,237,2025-11-21.0,J2000,0.2802,1.324,0.953,1.62,69.08,162.85,41.26,1.7,0.6469,2460936.71,2025-09-18.2,557,1.52,0.0133,5.17,3.29,4.9,2.10E-09,4.00E-09,1.50E-09,2.70E-07,6.20E-06,6.20E-06,7.00E-06,5.10E-09,2.90E-09,1.10E-05,2.50E-06,APO,0,0.37455,,,,-2.90E-14,7.20E-15,,,,
20026663, 26663 (2000 XK47),26663,Y,Y,18.17,0,,,,,2.572,,,,,,,,,JPL 138,2025-11-21.0,J2000,0.4718,1.546,0.817,13.53,303.58,231.21,313.91,2.28,0.5127,2461090.39,2026-02-18.8,702,1.92,0.0351,13.7,2.78,4.3,2.70E-08,1.70E-09,4.10E-08,3.50E-06,7.10E-06,9.80E-06,8.20E-06,2.40E-09,8.20E-10,1.60E-05,1.10E-06,APO,0,0.44456,,,,,,,,,
20027002, 27002 (1998 DV9),27002,Y,Y,18.31,0,,,,,,,,,,,,,,109,2025-11-21.0,J2000,0.4335,1.744,0.988,8.7,130.33,0.82,14.84,2.5,0.428,2460965.82,2025-10-17.3,841,2.3,0.00233,0.907,2.57,4.01,3.00E-08,4.00E-09,5.30E-08,3.70E-06,2.60E-05,2.60E-05,1.50E-05,5.70E-09,1.50E-09,3.40E-05,2.90E-06,APO,0,0.58074,,,,,,,,,
20029075, 29075 (1950 DA),29075,Y,Y,17.28,2.990900926,,1.3,,0.07,2.1216,,,,,,,,0.13,280,2025-11-21.0,J2000,0.5075,1.699,0.837,12.15,356.54,224.83,41.32,2.56,0.4452,2460907.68,2025-08-20.1,809,2.21,0.0398,15.5,2.48,4.03,1.20E-08,1.00E-09,2.00E-08,2.60E-07,3.50E-06,5.60E-06,2.10E-06,1.50E-09,3.90E-10,4.60E-06,7.10E-07,APO,0,0.48414,,,,-5.20E-15,1.00E-15,,,,
20031669, 31669 (1999 JT6),31669,Y,Y,16.09,0,,,,,5.807,,,,,,,,,219,2025-11-21.0,J2000,0.5778,2.137,0.902,9.54,78.76,39.11,223.53,3.37,0.3155,2461433.09,2027-01-27.5,1.14E+03,3.12,0.000997,0.388,1.81,3.47,2.60E-08,2.10E-09,5.60E-08,4.00E-06,2.20E-05,2.30E-05,4.10E-06,3.30E-09,4.60E-10,1.40E-05,1.70E-06,APO,0,0.49486,,,,,,,,,
20033342, 33342 (1998 WT24),33342,Y,Y,18.02,0.109754721,,0.432,,0.654,3.697,,,,,,,,0.03,215,2025-11-21.0,J2000,0.4177,0.7187,0.419,7.37,81.66,167.52,314.57,1.02,1.618,2461028.59,2025-12-19.0,223,0.609,0.0105,4.07,4,7.91,2.20E-09,3.40E-10,1.50E-09,2.90E-07,8.60E-07,5.70E-07,2.60E-06,4.80E-10,1.10E-09,1.60E-06,1.60E-07,ATE,0,0.40841,,,,-2.20E-14,3.40E-16,,,,
20035107, 35107 (1991 VH),35107,Y,Y,16.87,1.091488369,,0.929,,0.408,2.6236,,,,,Sk,,,0.04,JPL 656,2025-11-21.0,J2000,0.1437,1.137,0.973,13.92,139.31,207.03,65.64,1.3,0.8134,2460919.81,2025-09-01.3,443,1.21,0.0271,10.5,3.98,5.48,2.00E-09,3.50E-10,2.50E-09,1.50E-07,4.50E-07,1.40E-06,7.80E-07,4.00E-10,3.80E-10,9.80E-07,2.10E-07,APO,0,0.32783,,,,2.50E-15,9.50E-16,,,,
20035396, 35396 (1997 XF11),35396,Y,Y,17.01,0.474995995,,0.704,,0.772,3.259,,,,,Xk,,,0.1,394,2025-11-21.0,J2000,0.4838,1.442,0.745,4.1,213.63,103.07,139.72,2.14,0.569,2460754.93,2025-03-20.4,633,1.73,0.000331,0.129,3.18,4.53,2.00E-09,2.90E-10,3.00E-09,6.20E-08,1.60E-06,1.60E-06,1.50E-06,4.30E-10,1.70E-10,2.50E-06,1.90E-07,APO,0,0.47787,,,,,,,,,
20037638, 37638 (1993 VB),37638,Y,Y,19.28,0,,,,,3.5301,,,,,,,,,104,2025-11-21.0,J2000,0.52,1.913,0.918,5.08,145.56,323.22,25.57,2.91,0.3726,2460931.87,2025-09-13.3,966,2.65,0.00121,0.47,2.27,3.75,8.20E-09,2.10E-09,1.60E-08,3.70E-06,1.30E-05,1.30E-05,9.40E-07,3.10E-09,6.10E-10,2.40E-06,1.60E-06,APO,0,0.32759,,,,,,,,,
20037655, 37655 Illapa (1994 PM),37655,Y,Y,17.85,0,,,,,2.6556,,,,,,,,,127,2025-11-21.0,J2000,0.7524,1.478,0.366,18.03,139.51,303.92,114.45,2.59,0.5487,2460791.9,2025-04-26.4,656,1.8,0.0247,9.6,2.83,4.19,2.10E-08,4.80E-09,3.10E-08,4.70E-06,5.60E-06,6.20E-06,8.30E-06,8.40E-09,2.70E-09,1.40E-05,3.20E-06,APO,0,0.37375,,,,-1.20E-14,3.20E-15,,,,
20038071, 38071 (1999 GU3),38071,Y,Y,19.57,0,,,,,216,,,,,,,,,57,2025-11-21.0,J2000,0.507,2.09,1.031,12.73,195.47,8.79,292.66,3.15,0.3261,2461207.01,2026-06-15.5,1.10E+03,3.02,0.0316,12.3,1.81,3.56,8.10E-09,1.60E-09,1.70E-08,1.20E-06,2.90E-06,1.00E-05,3.80E-06,2.40E-09,3.80E-10,1.20E-05,1.30E-06,AMO,0,0.3538,,,,,,,,,
20039572, 39572 (1993 DQ1),39572,Y,Y,16.56,5.108871904,,1.554,,0.184,,,,,,,,,0.66,185,2025-11-21.0,J2000,0.4928,2.036,1.033,10.03,313.5,344.84,341.52,3.04,0.3392,2461054.98,2026-01-14.4,1.06E+03,2.91,0.0263,10.2,2.21,3.63,2.40E-08,5.10E-09,4.70E-08,3.60E-07,3.20E-06,2.10E-06,8.80E-06,7.60E-09,1.30E-09,2.60E-05,4.00E-06,AMO,0,0.56127,,,,,,,,,
20041429, 41429 (2000 GE2),41429,Y,Y,20.66,0.011557462,,0.204,,0.267,,,,,,,,,0.03,99,2025-11-21.0,J2000,0.5556,1.593,0.708,2.17,351.79,297.37,238.87,2.48,0.4903,2461247.54,2026-07-26.0,734,2.01,0.0111,4.33,2.72,4.19,3.50E-08,5.00E-09,5.40E-08,4.10E-06,6.30E-05,6.50E-05,2.00E-05,7.80E-09,2.30E-09,4.10E-05,3.50E-06,APO,0,0.63323,,,,,,,,,
20052760, 52760 (1998 ML14),52760,Y,Y,17.52,1.361356817,,1,,,14.28,,,,,,,,0.05,159,2025-11-21.0,J2000,0.6236,2.409,0.907,2.43,338.65,20.36,92.55,3.91,0.2637,2460649.51,2024-12-05.0,1.37E+03,3.74,0.017,6.6,1.55,3.22,3.30E-09,6.60E-10,7.70E-09,3.00E-06,3.00E-05,3.00E-05,9.60E-07,1.10E-09,1.10E-10,3.50E-06,5.60E-07,APO,0,0.41939,,,,,,,,,
20052768, 52768 (1998 OR2),52768,Y,Y,16.02,7.296021689,,1.75,,,4.112,,,,,,,,0.3,375,2025-11-21.0,J2000,0.5757,2.379,1.01,5.88,26.93,174.57,188.66,3.75,0.2685,2461638.53,2027-08-21.0,1.34E+03,3.67,0.00584,2.27,1.21,3.29,1.50E-09,2.10E-09,3.70E-09,1.80E-07,3.80E-06,4.20E-06,6.80E-07,3.30E-09,3.50E-10,3.40E-06,1.80E-06,APO,0,0.21974,,,,,,,,,
20053319, 53319 (1999 JM8),53319,Y,Y,15.35,466.9453881,,7,,,143.7,,,,,X:,,,1.4,272,2025-11-21.0,J2000,0.6415,2.724,0.976,13.84,133.63,166.79,316.53,4.47,0.2192,2461198.8,2026-06-07.3,1.64E+03,4.5,0.0262,10.2,0.846,2.99,9.30E-09,5.70E-09,2.60E-08,3.00E-06,7.70E-06,9.30E-06,4.30E-06,9.40E-09,6.90E-10,2.00E-05,5.20E-06,APO,0,0.31327,,,,,,,,,
20053426, 53426 (1999 SL5),53426,Y,Y,17.19,0,,,,,5.03,,,,,,,,,242,2025-11-21.0,J2000,0.5397,1.922,0.885,22.77,239.04,43.42,315.76,2.96,0.3698,2461120.13,2026-03-20.6,973,2.67,0.0283,11,2.36,3.65,1.80E-09,1.40E-09,3.50E-09,5.50E-07,1.20E-06,1.80E-06,1.50E-06,2.10E-09,4.00E-10,4.10E-06,1.10E-06,APO,0,0.45167,,,,,,,,,
20053550, 53550 (2000 BF19),53550,Y,Y,19.06,0,,,,,,,,,,,,,,129,2025-11-21.0,J2000,0.4197,1.495,0.868,7.18,313.11,325.05,282.74,2.12,0.5391,2461143.81,2026-04-13.3,668,1.83,0.0468,18.2,3.03,4.45,2.50E-08,2.10E-09,3.80E-08,3.80E-06,3.20E-05,3.20E-05,4.60E-06,2.90E-09,1.10E-09,8.60E-06,1.40E-06,APO,0,0.55758,,,,,,,,,
20053789, 53789 (2000 ED104),53789,Y,Y,17.35,0.815557703,,0.843,,0.222,43,,,,,,,,0.22,239,2025-11-21.0,J2000,0.2692,1.371,1.002,40.78,190.02,218.36,122.59,1.74,0.6143,2460800.93,2025-05-05.4,586,1.6,0.0478,18.6,3.79,4.54,1.00E-09,2.30E-09,2.30E-09,3.00E-07,1.80E-07,5.40E-07,2.40E-06,2.90E-09,1.50E-09,3.40E-06,1.50E-06,APO,0,0.47981,,,,-1.80E-14,5.90E-15,,,,
20065679, 65679 (1989 UQ),65679,Y,Y,19.61,1.053173721,,0.918,,0.033,7.746,,,,,B,,,0.01,188,2025-11-21.0,J2000,0.2645,0.9148,0.673,1.3,178.05,15,286.53,1.16,1.126,2461065.73,2026-01-25.2,320,0.875,0.014,5.44,3.8,6.5,2.00E-07,1.60E-09,1.90E-07,4.10E-06,7.60E-05,7.80E-05,3.40E-05,2.00E-09,2.90E-09,3.00E-05,8.30E-07,ATE,0,0.42708,,,,-3.90E-14,8.40E-15,,,,
20065690, 65690 (1991 DG),65690,Y,Y,19.06,0,,,,,7.1125,,,,,,,,,179,2025-11-21.0,J2000,0.3633,1.428,0.909,11.14,180.08,63.41,83.37,1.95,0.5777,2460856.19,2025-06-29.6,623,1.71,0.0383,14.9,3.1,4.6,1.20E-08,1.20E-09,1.70E-08,3.10E-06,6.70E-06,8.10E-06,3.70E-06,1.60E-09,7.00E-10,6.30E-06,7.60E-07,APO,0,0.4661,,,,,,,,,
20065717, 65717 (1993 BX3),65717,Y,Y,20.87,0,,,,,20.33,,,,,,,,,JPL 168,2025-11-21.0,J2000,0.281,1.395,1.003,2.81,174.75,290.98,343.77,1.79,0.598,2461027.63,2025-12-18.1,602,1.65,0.0473,18.4,3.36,4.72,7.20E-09,6.60E-09,8.90E-09,1.20E-06,1.80E-05,1.80E-05,6.60E-06,8.50E-09,4.30E-09,1.10E-05,4.30E-06,APO,0,0.14714,,,,8.20E-14,9.00E-15,,,,
20065803, 65803 Didymos (1996 GT),65803,Y,Y,18.11,0.6460346,,0.78,0.797 x 0.783 x 0.761,,2.2593,,,,,S,,,0.03,219,2025-11-21.0,J2000,0.3832,1.643,1.013,3.41,72.98,319.59,167.22,2.27,0.4682,2460643.33,2024-11-28.8,769,2.11,0.0397,15.4,3.17,4.2,1.30E-10,3.00E-10,3.00E-10,1.60E-08,2.20E-07,2.50E-07,1.70E-07,4.10E-10,1.30E-10,2.80E-07,2.10E-07,APO,0,0.31533,,,,,,,,,
20065909, 65909 (1998 FH12),65909,Y,Y,19.3,0,,,,,3,,,,,,,,,137,2025-11-21.0,J2000,0.5397,1.091,0.502,3.56,108.59,284.51,182.86,1.68,0.8648,2461205.33,2026-06-13.8,416,1.14,0.013,5.05,3.76,5.54,3.10E-08,9.30E-10,3.40E-08,2.30E-06,3.30E-05,3.30E-05,1.10E-05,1.40E-09,1.10E-09,1.30E-05,5.30E-07,APO,0,0.48042,,,,,,,,,
20066391, 66391 Moshup (1999 KW4),66391,Y,Y,16.64,3.109777344,,1.317,1.532 x 1.495 x 1.347,,2.7645,,,,,S:,,,0.04,367,2025-11-21.0,J2000,0.6884,0.6424,0.2,38.88,244.9,192.65,342.6,1.08,1.914,2461009.59,2025-11-30.0,188,0.515,0.0119,4.61,4.23,8.5,1.10E-09,1.70E-10,6.60E-10,4.20E-07,4.10E-08,1.00E-07,1.80E-06,3.00E-10,7.80E-10,9.20E-07,7.70E-08,ATE,0,0.30811,,,,-6.10E-15,1.10E-16,,,,
20067367, 67367 (2000 LY27),67367,Y,Y,17.08,0,,,,,,,,,,,,,,159,2025-11-21.0,J2000,0.2126,1.309,1.03,9.02,264.51,184.84,152.34,1.59,0.6585,2460769.15,2025-04-03.6,547,1.5,0.0466,18.1,3.6,4.94,3.50E-09,2.80E-10,4.60E-09,1.40E-07,2.50E-07,9.80E-07,1.50E-06,3.30E-10,2.10E-10,2.30E-06,1.70E-07,AMO,0,0.55328,,,,,,,,,
20067381, 67381 (2000 OL8),67381,Y,Y,19.8,0,,,,,,,,,,,,,,56,2025-11-21.0,J2000,0.5429,1.321,0.604,10.67,294.83,266.94,297.85,2.04,0.6495,2461096.2,2026-02-24.6,554,1.52,0.0183,7.13,2.99,4.77,1.70E-07,1.40E-08,2.30E-07,1.10E-05,2.40E-05,2.90E-05,4.90E-05,2.20E-08,1.00E-08,7.70E-05,8.90E-06,APO,0,0.53963,,,,,,,,,
20068216, 68216 (2001 CV26),68216,Y,Y,16.57,1.336999126,,0.994,,0.449,2.429,,,,,,,,0.04,555,2025-11-21.0,J2000,0.3267,1.32,0.889,17.99,18.13,48.76,201.77,1.75,0.6499,2461243.95,2026-07-22.4,554,1.52,0.0242,9.42,3.67,4.85,1.60E-09,8.10E-11,2.10E-09,1.40E-07,3.10E-07,6.30E-07,5.00E-07,1.10E-10,6.00E-11,8.00E-07,5.10E-08,APO,0,0.41721,,,,,,,,,
20068346, 68346 (2001 KZ66),68346,Y,Y,16.92,0.542756975,,0.736,,0.291,4.987,,,,,,,,0.21,255,2025-11-21.0,J2000,0.4165,1.507,0.88,16.7,219.37,140.28,346.82,2.14,0.5325,2461025.26,2025-12-15.7,676,1.85,0.0385,15,3.39,4.39,2.50E-09,1.70E-10,3.80E-09,2.00E-07,7.20E-07,1.10E-06,8.40E-07,2.40E-10,9.10E-11,1.60E-06,1.20E-07,APO,0,0.50835,,,,,,,,,
20068347, 68347 (2001 KB67),68347,Y,Y,19.92,0,,,,,6.354,,,,,,,,,81,2025-11-21.0,J2000,0.3799,0.9617,0.596,17.13,245.85,243.82,50.46,1.33,1.045,2460952.21,2025-10-03.7,344,0.943,0.0157,6.1,3.81,6.17,3.10E-08,7.10E-10,3.00E-08,4.00E-06,2.90E-06,4.30E-06,4.40E-06,9.80E-10,1.20E-09,4.20E-06,3.80E-07,ATE,0,0.38354,,,,,,,,,
20068372, 68372 (2001 PM9),68372,Y,Y,18.95,0,,,,,,,,,,,,,,113,2025-11-21.0,J2000,0.4156,1.618,0.946,8.11,252.96,322.34,349.45,2.29,0.4788,2461022.54,2025-12-13.0,752,2.06,0.00522,2.03,2.7,4.22,4.00E-08,5.90E-09,6.50E-08,5.00E-06,3.00E-05,3.10E-05,2.40E-05,8.30E-09,2.60E-09,5.00E-05,4.10E-06,APO,0,0.64225,,,,,,,,,
20068548, 68548 (2001 XR31),68548,Y,Y,16.56,2.24814542,,1.182,,0.289,,,,,,,,,0.04,258,2025-11-21.0,J2000,0.4367,1.707,0.962,22.71,302.02,24.7,3.28,2.45,0.4419,2460993.08,2025-11-13.5,815,2.23,0.0265,10.3,2.92,4,3.50E-09,7.70E-10,6.00E-09,4.70E-07,6.20E-07,8.70E-07,1.50E-06,1.10E-09,3.00E-10,3.30E-06,5.50E-07,APO,0,0.42614,,,,,,,,,
20068950, 68950 (2002 QF15),68950,Y,Y,16.39,6.11538499,,1.65,,0.178,45.24,,,,,,,,0.56,522,2025-11-21.0,J2000,0.3443,1.057,0.693,25.15,236.2,255.57,57.35,1.42,0.907,2460937.27,2025-09-18.7,397,1.09,0.00477,1.86,3.82,5.69,2.50E-09,1.40E-09,1.90E-09,2.20E-06,1.70E-06,3.90E-06,1.80E-06,1.90E-09,1.80E-09,1.80E-06,8.10E-07,APO,0,0.34911,,,,-6.50E-15,2.40E-15,,,,
20069230, 69230 Hermes (1937 UB),69230,Y,Y,17.68,0,,,,,13.894,,,,,,,,,200,2025-11-21.0,J2000,0.6239,1.655,0.622,6.07,34.05,92.91,104.56,2.69,0.4629,2460774.63,2025-04-09.1,778,2.13,0.00491,1.91,2.43,4.02,1.00E-08,1.90E-09,1.60E-08,3.40E-06,9.80E-06,9.60E-06,3.70E-06,3.20E-09,8.10E-10,7.60E-06,1.40E-06,APO,0,0.27443,,,,-1.20E-14,1.70E-15,,,,
